date,ABEV3,BBAS3,BBSE3,BEEF3,BRAP4,BRFS3,BRML3,BRPR3,CCRO3,CIEL3,CSNA3,CYRE3,ECOR3,ENBR3,IGTA3,ITUB4,JBSS3,MRFG3,MRVE3,MULT3,NATU3,ODPV3,OIBR4,PCAR4,QUAL3,RENT3,TOTS3,UGPA3,USIM5,VALE3,VIVT4,VLID3
2010-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-31,0.0,-1.0834726777719228,0.0,0.5056205829602307,0.6500836066631537,-0.5056205829602307,-1.372398725177769,1.516861748880692,1.227935701474846,0.0,0.9390096540689998,0.21669453555438456,0.0,-0.9390096540689998,0.07223151185146152,-1.227935701474846,-0.07223151185146152,1.372398725177769,0.36115755925730764,1.0834726777719228,0.0,-1.661324772583615,-0.7945466303660768,0.0,1.661324772583615,-1.516861748880692,-0.36115755925730764,-0.6500836066631537,0.0,0.7945466303660768,-0.21669453555438456,0.0
2011-06-30,0.0,-1.372398725177769,0.0,-0.07223151185146152,0.7945466303660768,-0.6500836066631537,0.5056205829602307,1.516861748880692,1.227935701474846,0.0,0.9390096540689998,-0.21669453555438456,0.0,-0.7945466303660768,-0.36115755925730764,-1.516861748880692,0.07223151185146152,1.372398725177769,0.21669453555438456,1.0834726777719228,0.0,-1.661324772583615,-1.0834726777719228,0.0,1.661324772583615,-1.227935701474846,-0.5056205829602307,-0.9390096540689998,0.0,0.6500836066631537,0.36115755925730764,0.0
2011-09-30,0.0,-1.372398725177769,0.0,-0.21669453555438456,0.6500836066631537,-0.7945466303660768,1.0834726777719228,1.516861748880692,1.227935701474846,0.0,0.7945466303660768,-0.07223151185146152,0.0,-0.9390096540689998,-0.36115755925730764,-1.516861748880692,0.07223151185146152,1.372398725177769,0.21669453555438456,0.9390096540689998,0.0,-1.661324772583615,-1.0834726777719228,0.0,1.661324772583615,-1.227935701474846,-0.6500836066631537,-0.5056205829602307,0.0,0.5056205829602307,0.36115755925730764,0.0
2011-12-31,0.0,-1.21310970244527,0.0,-0.28883564343935003,0.51990415819083,-0.40436990081509,1.09757544506953,1.55971247457249,1.32864395982101,-1.09757544506953,0.86650693031805,-0.17330138606361,-1.44417821719675,-0.7509726729423101,0.98204118769379,-1.67524673194823,0.17330138606361,1.44417821719675,0.057767128687870005,1.21310970244527,-0.86650693031805,-1.55971247457249,-0.63543841556657,-1.32864395982101,1.67524673194823,-0.98204118769379,-0.51990415819083,0.28883564343935003,0.7509726729423101,0.63543841556657,0.40436990081509,-0.057767128687870005
2012-03-31,0.0,-1.372398725177769,0.0,0.21669453555438456,0.36115755925730764,-0.7945466303660768,1.227935701474846,1.516861748880692,0.9390096540689998,-1.09757544506953,0.6500836066631537,-0.21669453555438456,-1.44417821719675,-1.0834726777719228,0.7945466303660768,-1.661324772583615,-0.36115755925730764,1.372398725177769,-0.5056205829602307,1.0834726777719228,-0.86650693031805,-1.516861748880692,-0.9390096540689998,-1.32864395982101,1.661324772583615,-1.227935701474846,-0.6500836066631537,-0.07223151185146152,0.7509726729423101,0.5056205829602307,0.07223151185146152,-0.057767128687870005
2012-06-30,0.0,-1.0834726777719228,0.0,0.6500836066631537,-1.661324772583615,-0.07223151185146152,1.661324772583615,0.36115755925730764,-0.21669453555438456,-1.09757544506953,1.0834726777719228,0.07223151185146152,-1.44417821719675,-0.6500836066631537,1.372398725177769,-0.36115755925730764,-1.227935701474846,-0.5056205829602307,-1.516861748880692,1.516861748880692,-0.86650693031805,-1.372398725177769,0.21669453555438456,-1.32864395982101,1.227935701474846,-0.9390096540689998,0.5056205829602307,0.7945466303660768,0.7509726729423101,0.9390096540689998,-0.7945466303660768,-0.057767128687870005
2012-09-30,0.0,-1.227935701474846,0.0,0.6500836066631537,-1.661324772583615,-0.21669453555438456,1.661324772583615,0.7945466303660768,0.21669453555438456,-1.09757544506953,1.0834726777719228,0.07223151185146152,-1.44417821719675,-0.6500836066631537,1.372398725177769,-0.36115755925730764,-1.0834726777719228,-0.5056205829602307,-1.516861748880692,1.516861748880692,-0.86650693031805,-1.372398725177769,-0.07223151185146152,-1.32864395982101,1.227935701474846,-0.7945466303660768,0.36115755925730764,0.5056205829602307,0.7509726729423101,0.9390096540689998,-0.9390096540689998,-0.057767128687870005
2012-12-31,1.5825575282880282,-1.3579364597568242,1.5825575282880282,0.05785694189440103,-1.68465801398403,-0.48667898181760866,1.1469287893184203,0.2756713113792049,0.4934856808640088,-0.05105024284800091,0.6023928656064107,-0.3777717970752067,0.9291144198336165,-1.1401220902720202,0.8202072350912146,-0.7044933513024125,-1.0312149055296183,-0.8134005360448144,-1.2490292750144223,1.2558359740608223,1.3647431588032242,-1.575750829241628,-0.2688646123328048,-0.5955861665600106,1.0380216045760184,-0.9223077207872163,-0.15995742759040285,0.16676412663680296,0.7113000503488126,0.3845784961216068,-1.466843644499226,1.4736503435456263
2013-03-31,-1.4,-0.8666666666666667,-1.6666666666666667,0.3333333333333333,-1.5333333333333334,-0.06666666666666667,1.5333333333333334,0.6,1.0,-0.05105024284800091,0.8666666666666667,0.06666666666666667,0.9291144198336165,-1.0,1.2666666666666666,-0.3333333333333333,-0.6,-0.4666666666666667,-1.1333333333333333,1.6666666666666667,1.3647431588032242,-1.2666666666666666,0.2,-0.5955861665600106,1.4,-0.2,0.4666666666666667,0.7333333333333333,0.7113000503488126,1.1333333333333333,-0.7333333333333333,1.4736503435456263
2013-06-30,-0.854566314090985,-0.986820624605066,-1.648092177175471,0.46797679104982515,-1.648092177175471,0.2034681700216631,0.6002311015639061,0.8647397225920682,1.1292483436202303,-0.05105024284800091,-0.06104045100649895,-1.383583556147309,0.9291144198336165,-0.5900576930628231,1.5260112751624733,-0.19329476152057998,-0.325549072034661,-0.7223120035769041,-1.1190749351191471,1.6582655856765542,1.3647431588032242,-1.2513292456332281,0.3357224805357441,-0.5955861665600106,1.3937569646483923,0.07121385950758206,1.2615026541343113,0.7324854120779871,0.7113000503488126,0.9969940331061492,-0.457803382548742,1.4736503435456263
2013-09-30,0.2034681700216631,-0.986820624605066,-1.648092177175471,0.46797679104982515,-1.648092177175471,-0.19329476152057998,0.6002311015639061,0.9969940331061492,1.1292483436202303,-0.05105024284800091,0.07121385950758206,-1.383583556147309,0.9291144198336165,-0.7223120035769041,1.6582655856765542,-0.325549072034661,-0.854566314090985,-0.457803382548742,-1.1190749351191471,1.5260112751624733,1.3647431588032242,-1.2513292456332281,0.3357224805357441,-0.5955861665600106,1.2615026541343113,-0.06104045100649895,1.3937569646483923,0.8647397225920682,0.7113000503488126,0.7324854120779871,-0.5900576930628231,1.4736503435456263
2013-12-31,-0.0504918867458915,-1.1276521373249102,-1.6662322626144195,0.05722413831201037,-1.6662322626144195,-0.26592393686169524,0.2726561884278141,0.4880882385436178,0.7035202886594216,1.026668363833127,-0.15820791180379337,-1.450800212498616,1.134384388891029,-0.8045040621512046,1.6729645141805385,-0.9122200872091064,-1.235368162382812,-0.481355986977499,-1.0199361122670083,1.3498164390068328,1.5652484891226366,-1.343084187440714,0.16494016336991224,-0.6967880370933027,0.8112363137173234,-0.3736399619195971,1.242100413948931,0.5958042636015197,0.9189523387752253,0.380372213485716,-0.5890720120354008,1.4575324640647347
