,amount,date,formatted_date,type,ticker,numerator,denominator,splitRatio
1059,,1153918800,2006-07-26,SPLIT,REDE3,5.0,1.0,1/5
1060,14.6494,1493989200,2017-05-05,DIVIDEND,EEEL4,,,
1061,15.881,1525698000,2018-05-07,DIVIDEND,EEEL4,,,
1062,15.881,1556888400,2019-05-03,DIVIDEND,EEEL4,,,
1063,,1465909200,2016-06-14,SPLIT,EEEL4,1.0,40.0,40/1
1064,13.3176,1493989200,2017-05-05,DIVIDEND,EEEL3,,,
1065,14.4372,1525698000,2018-05-07,DIVIDEND,EEEL3,,,
1066,14.4372,1556888400,2019-05-03,DIVIDEND,EEEL3,,,
1067,,1465909200,2016-06-14,SPLIT,EEEL3,1.0,40.0,40/1
1068,0.44,1556629200,2019-04-30,DIVIDEND,MSPA4,,,
1069,6.22,1494853200,2017-05-15,DIVIDEND,MSPA4,,,
1070,3.14,1525266000,2018-05-02,DIVIDEND,MSPA4,,,
1071,2.53,1539003600,2018-10-08,DIVIDEND,MSPA4,,,
1072,0.4,1556629200,2019-04-30,DIVIDEND,MSPA3,,,
1073,5.65,1494853200,2017-05-15,DIVIDEND,MSPA3,,,
1074,2.85,1525266000,2018-05-02,DIVIDEND,MSPA3,,,
1075,2.3,1539003600,2018-10-08,DIVIDEND,MSPA3,,,
1076,1.19,1472475600,2016-08-29,DIVIDEND,MSPA3,,,
1077,0.16391,1421928000,2015-01-22,DIVIDEND,CRIV4,,,
1078,0.18314,1453377600,2016-01-21,DIVIDEND,CRIV4,,,
1079,0.13215,1359028800,2013-01-24,DIVIDEND,CRIV4,,,
1080,0.17657,1471352400,2016-08-16,DIVIDEND,CRIV4,,,
1081,0.19372,1534338000,2018-08-15,DIVIDEND,CRIV4,,,
1082,0.12944,1565787600,2019-08-14,DIVIDEND,CRIV4,,,
1083,0.18275,1503061200,2017-08-18,DIVIDEND,CRIV4,,,
1084,0.17702,1485259200,2017-01-24,DIVIDEND,CRIV4,,,
1085,0.18275,1517227200,2018-01-29,DIVIDEND,CRIV4,,,
1086,0.19398,1548763200,2019-01-29,DIVIDEND,CRIV4,,,
1087,0.14728,1376485200,2013-08-14,DIVIDEND,CRIV4,,,
1088,0.14728,1407934800,2014-08-13,DIVIDEND,CRIV4,,,
1089,0.1556,1439557200,2015-08-14,DIVIDEND,CRIV4,,,
1090,0.14728,1390392000,2014-01-22,DIVIDEND,CRIV4,,,
1091,0.18314,1453377600,2016-01-21,DIVIDEND,CRIV3,,,
1092,0.02116,1548763200,2019-01-29,DIVIDEND,CRIV3,,,
1093,0.12367,1359028800,2013-01-24,DIVIDEND,CRIV3,,,
1094,0.02252,1376485200,2013-08-14,DIVIDEND,CRIV3,,,
1095,0.01125,1534338000,2018-08-15,DIVIDEND,CRIV3,,,
1096,0.03373,1517227200,2018-01-29,DIVIDEND,CRIV3,,,
1097,0.04,1447156800,2015-11-10,DIVIDEND,GGBR3,,,
1098,0.12,1384257600,2013-11-12,DIVIDEND,GGBR3,,,
1099,0.06,1305896400,2011-05-20,DIVIDEND,GGBR3,,,
1100,0.07,1394110800,2014-03-06,DIVIDEND,GGBR3,,,
1101,0.02,1369054800,2013-05-20,DIVIDEND,GGBR3,,,
1102,0.07,1566219600,2019-08-19,DIVIDEND,GGBR3,,,
1103,0.04,1573560000,2019-11-12,DIVIDEND,GGBR3,,,
1104,0.12,1321963200,2011-11-22,DIVIDEND,GGBR3,,,
1105,0.05,1440507600,2015-08-25,DIVIDEND,GGBR3,,,
1106,0.02,1503406800,2017-08-22,DIVIDEND,GGBR3,,,
1107,0.06,1432299600,2015-05-22,DIVIDEND,GGBR3,,,
1108,0.1,1551963600,2019-03-07,DIVIDEND,GGBR3,,,
1109,0.08,1526994000,2018-05-22,DIVIDEND,GGBR3,,,
1110,0.03,1511352000,2017-11-22,DIVIDEND,GGBR3,,,
1111,0.07,1426597200,2015-03-17,DIVIDEND,GGBR3,,,
1112,0.07,1376398800,2013-08-13,DIVIDEND,GGBR3,,,
1113,0.08,1330434000,2012-02-28,DIVIDEND,GGBR3,,,
1114,0.18,1226923200,2008-11-17,DIVIDEND,GGBR3,,,
1115,0.06,1337000400,2012-05-14,DIVIDEND,GGBR3,,,
1116,0.102,1274187600,2010-05-18,DIVIDEND,GGBR3,,,
1117,0.07,1352808000,2012-11-13,DIVIDEND,GGBR3,,,
1118,0.02,1362488400,2013-03-05,DIVIDEND,GGBR3,,,
1119,0.05,1416312000,2014-11-18,DIVIDEND,GGBR3,,,
1120,0.03,1471957200,2016-08-23,DIVIDEND,GGBR3,,,
1121,0.07,1400763600,2014-05-22,DIVIDEND,GGBR3,,,
1122,0.14,1534942800,2018-08-22,DIVIDEND,GGBR3,,,
1123,0.06,1300194000,2011-03-15,DIVIDEND,GGBR3,,,
1124,0.07,1558357200,2019-05-20,DIVIDEND,GGBR3,,,
1125,0.02,1479816000,2016-11-22,DIVIDEND,GGBR3,,,
1126,0.03,1520859600,2018-03-12,DIVIDEND,GGBR3,,,
1127,0.13,1542888000,2018-11-22,DIVIDEND,GGBR3,,,
1128,0.14,1282050000,2010-08-17,DIVIDEND,GGBR3,,,
1129,0.09,1344949200,2012-08-14,DIVIDEND,GGBR3,,,
1130,0.06,1407848400,2014-08-12,DIVIDEND,GGBR3,,,
1131,0.04,1236085200,2009-03-03,DIVIDEND,GGBR3,,,
1132,,1051880400,2003-05-02,SPLIT,GGBR3,103.0,100.0,100/103
1133,,1083330000,2004-04-30,SPLIT,GGBR3,200.0,100.0,100/200
1134,,1213362000,2008-06-13,SPLIT,GGBR3,2.0,1.0,1/2
1135,,1113310800,2005-04-12,SPLIT,GGBR3,150.0,100.0,100/150
1136,,957272400,2000-05-02,SPLIT,GGBR3,1.0,4.0,4/1
1137,,1144933200,2006-04-13,SPLIT,GGBR3,3.0,2.0,2/3
1138,0.04,1447156800,2015-11-10,DIVIDEND,GGBR4,,,
1139,0.34,1195732800,2007-11-22,DIVIDEND,GGBR4,,,
1140,0.06,1305896400,2011-05-20,DIVIDEND,GGBR4,,,
1141,0.07,1566219600,2019-08-19,DIVIDEND,GGBR4,,,
1142,0.04,1573560000,2019-11-12,DIVIDEND,GGBR4,,,
1143,0.12,1321963200,2011-11-22,DIVIDEND,GGBR4,,,
1144,0.05,1440507600,2015-08-25,DIVIDEND,GGBR4,,,
1145,0.06,1432299600,2015-05-22,DIVIDEND,GGBR4,,,
1146,0.29,1203944400,2008-02-25,DIVIDEND,GGBR4,,,
1147,0.34,1179234000,2007-05-15,DIVIDEND,GGBR4,,,
1148,0.29,1187614800,2007-08-20,DIVIDEND,GGBR4,,,
1149,0.08,1330434000,2012-02-28,DIVIDEND,GGBR4,,,
1150,0.35,1172145600,2007-02-22,DIVIDEND,GGBR4,,,
1151,0.12,1274187600,2010-05-18,DIVIDEND,GGBR4,,,
1152,0.12,1289995200,2010-11-17,DIVIDEND,GGBR4,,,
1153,0.35,1164196800,2006-11-22,DIVIDEND,GGBR4,,,
1154,0.42,1140440400,2006-02-20,DIVIDEND,GGBR4,,,
1155,0.05,1416312000,2014-11-18,DIVIDEND,GGBR4,,,
1156,0.07,1400763600,2014-05-22,DIVIDEND,GGBR4,,,
1157,0.14,1534942800,2018-08-22,DIVIDEND,GGBR4,,,
1158,0.06,1300194000,2011-03-15,DIVIDEND,GGBR4,,,
1159,0.35,1155646800,2006-08-15,DIVIDEND,GGBR4,,,
1160,0.07,1558357200,2019-05-20,DIVIDEND,GGBR4,,,
1161,0.29,1088686800,2004-07-01,DIVIDEND,GGBR4,,,
1162,0.13,1542888000,2018-11-22,DIVIDEND,GGBR4,,,
1163,0.3,1147784400,2006-05-16,DIVIDEND,GGBR4,,,
1164,0.14,1282050000,2010-08-17,DIVIDEND,GGBR4,,,
1165,0.06,1407848400,2014-08-12,DIVIDEND,GGBR4,,,
1166,0.45,1132574400,2005-11-21,DIVIDEND,GGBR4,,,
1167,0.075,1258459200,2009-11-17,DIVIDEND,GGBR4,,,
1168,0.12,1384257600,2013-11-12,DIVIDEND,GGBR4,,,
1169,0.07,1394110800,2014-03-06,DIVIDEND,GGBR4,,,
1170,0.53,1099569600,2004-11-04,DIVIDEND,GGBR4,,,
1171,0.02,1369054800,2013-05-20,DIVIDEND,GGBR4,,,
1172,0.02,1503406800,2017-08-22,DIVIDEND,GGBR4,,,
1173,0.95,1108382400,2005-02-14,DIVIDEND,GGBR4,,,
1174,0.48,1124197200,2005-08-16,DIVIDEND,GGBR4,,,
1175,0.1,1551963600,2019-03-07,DIVIDEND,GGBR4,,,
1176,0.08,1526994000,2018-05-22,DIVIDEND,GGBR4,,,
1177,0.03,1511352000,2017-11-22,DIVIDEND,GGBR4,,,
1178,0.45,1116248400,2005-05-16,DIVIDEND,GGBR4,,,
1179,0.07,1426597200,2015-03-17,DIVIDEND,GGBR4,,,
1180,0.18,1226923200,2008-11-17,DIVIDEND,GGBR4,,,
1181,0.06,1337000400,2012-05-14,DIVIDEND,GGBR4,,,
1182,0.07,1352808000,2012-11-13,DIVIDEND,GGBR4,,,
1183,0.02,1362488400,2013-03-05,DIVIDEND,GGBR4,,,
1184,0.41,1211547600,2008-05-23,DIVIDEND,GGBR4,,,
1185,0.03,1471957200,2016-08-23,DIVIDEND,GGBR4,,,
1186,0.02,1479816000,2016-11-22,DIVIDEND,GGBR4,,,
1187,0.03,1520859600,2018-03-12,DIVIDEND,GGBR4,,,
1188,0.36,1219064400,2008-08-18,DIVIDEND,GGBR4,,,
1189,0.18,1262088000,2009-12-29,DIVIDEND,GGBR4,,,
1190,0.09,1344949200,2012-08-14,DIVIDEND,GGBR4,,,
1191,0.04,1236085200,2009-03-03,DIVIDEND,GGBR4,,,
1192,,1051880400,2003-05-02,SPLIT,GGBR4,1.0,1.0,1/1
1193,,1083330000,2004-04-30,SPLIT,GGBR4,2.0,1.0,1/2
1194,,1213362000,2008-06-13,SPLIT,GGBR4,2.0,1.0,1/2
1195,,1113310800,2005-04-12,SPLIT,GGBR4,150.0,100.0,100/150
1196,,957272400,2000-05-02,SPLIT,GGBR4,100.0,1.0,1/100
1197,,1144933200,2006-04-13,SPLIT,GGBR4,3.0,2.0,2/3
1198,0.743541,1384430400,2013-11-14,DIVIDEND,CSNA3,,,
1199,0.202358,1420200000,2015-01-02,DIVIDEND,CSNA3,,,
1200,0.291501,1394024400,2014-03-05,DIVIDEND,CSNA3,,,
1201,0.37144,1364907600,2013-04-02,DIVIDEND,CSNA3,,,
1202,0.74624,1261137600,2009-12-18,DIVIDEND,CSNA3,,,
1203,1.02883,1272891600,2010-05-03,DIVIDEND,CSNA3,,,
1204,1.02883,1304341200,2011-05-02,DIVIDEND,CSNA3,,,
1205,0.82306,1335790800,2012-04-30,DIVIDEND,CSNA3,,,
1206,0.644874,1535029200,2018-08-23,DIVIDEND,CSNA3,,,
1207,0.202633,1426165200,2015-03-12,DIVIDEND,CSNA3,,,
1208,0.144036,1375966800,2013-08-08,DIVIDEND,CSNA3,,,
1209,0.65091,1556542800,2019-04-29,DIVIDEND,CSNA3,,,
1210,1.05365,1237986000,2009-03-25,DIVIDEND,CSNA3,,,
1211,0.299003,1569330000,2019-09-24,DIVIDEND,CSNA3,,,
1212,0.65091,1556888400,2019-05-03,DIVIDEND,CSNA3,,,
1213,1.61713,1208869200,2008-04-22,DIVIDEND,CSNA3,,,
1214,0.20794,1219323600,2008-08-21,DIVIDEND,CSNA3,,,
1215,0.20576,1356696000,2012-12-28,DIVIDEND,CSNA3,,,
1216,,1269608400,2010-03-26,SPLIT,CSNA3,2.0,1.0,1/2
1217,,1086008400,2004-05-31,SPLIT,CSNA3,1.0,250.0,250/1
1218,,1201089600,2008-01-23,SPLIT,CSNA3,3.0,1.0,1/3
1219,0.0495,1323345600,2011-12-08,DIVIDEND,CTSA4,,,
1220,0.066,1386590400,2013-12-09,DIVIDEND,CTSA4,,,
1221,0.351212,1557493200,2019-05-10,DIVIDEND,CTSA4,,,
1222,0.134112,1335963600,2012-05-02,DIVIDEND,CTSA4,,,
1223,0.055,1356004800,2012-12-20,DIVIDEND,CTSA4,,,
1224,0.14629,1367499600,2013-05-02,DIVIDEND,CTSA4,,,
1225,2.14839,1526907600,2018-05-21,DIVIDEND,CTSA4,,,
1226,0.203191,1399035600,2014-05-02,DIVIDEND,CTSA4,,,
1227,0.006354,1430744400,2015-05-04,DIVIDEND,CTSA4,,,
1228,0.032894,1513598400,2017-12-18,DIVIDEND,CTSA4,,,
1229,0.0385,1545048000,2018-12-17,DIVIDEND,CTSA4,,,
1230,0.099263,1525266000,2018-05-02,DIVIDEND,CTSA4,,,
1231,0.0495,1291809600,2010-12-08,DIVIDEND,CTSA4,,,
1232,0.045,1323345600,2011-12-08,DIVIDEND,CTSA3,,,
1233,0.06,1386590400,2013-12-09,DIVIDEND,CTSA3,,,
1234,0.319284,1557493200,2019-05-10,DIVIDEND,CTSA3,,,
1235,0.05,1260878400,2009-12-15,DIVIDEND,CTSA3,,,
1236,0.03134,1209733200,2008-05-02,DIVIDEND,CTSA3,,,
1237,0.13829,1241442000,2009-05-04,DIVIDEND,CTSA3,,,
1238,0.05719,1272891600,2010-05-03,DIVIDEND,CTSA3,,,
1239,0.08556,1304341200,2011-05-02,DIVIDEND,CTSA3,,,
1240,0.121926,1335963600,2012-05-02,DIVIDEND,CTSA3,,,
1241,0.05,1356004800,2012-12-20,DIVIDEND,CTSA3,,,
1242,0.13299,1367499600,2013-05-02,DIVIDEND,CTSA3,,,
1243,1.95308,1526907600,2018-05-21,DIVIDEND,CTSA3,,,
1244,0.184719,1399035600,2014-05-02,DIVIDEND,CTSA3,,,
1245,0.06,1228392000,2008-12-04,DIVIDEND,CTSA3,,,
1246,0.005776,1430744400,2015-05-04,DIVIDEND,CTSA3,,,
1247,0.029904,1513598400,2017-12-18,DIVIDEND,CTSA3,,,
1248,0.035,1545048000,2018-12-17,DIVIDEND,CTSA3,,,
1249,0.090239,1525266000,2018-05-02,DIVIDEND,CTSA3,,,
1250,0.045,1291809600,2010-12-08,DIVIDEND,CTSA3,,,
1251,0.184613,1304341200,2011-05-02,DIVIDEND,CTKA4,,,
1252,,1208350800,2008-04-16,SPLIT,CTKA4,1.0,100.0,100/1
1253,,1461934800,2016-04-29,SPLIT,CTKA4,1.0,10.0,10/1
1254,0.166294,1480680000,2016-12-02,DIVIDEND,VALE3,,,
1255,1.41436,1577448000,2019-12-27,DIVIDEND,VALE3,,,
1256,0.13852,1224248400,2008-10-17,DIVIDEND,VALE3,,,
1257,0.492036,1255698000,2009-10-16,DIVIDEND,VALE3,,,
1258,0.555154,1287147600,2010-10-15,DIVIDEND,VALE3,,,
1259,0.905572,1493038800,2017-04-24,DIVIDEND,VALE3,,,
1260,1.18652,1350478800,2012-10-17,DIVIDEND,VALE3,,,
1261,0.436585,1207918800,2008-04-11,DIVIDEND,VALE3,,,
1262,0.488511,1520427600,2018-03-07,DIVIDEND,VALE3,,,
1263,0.37361,1445000400,2015-10-16,DIVIDEND,VALE3,,,
1264,0.823732,1382101200,2013-10-18,DIVIDEND,VALE3,,,
1265,0.99087,1413550800,2014-10-17,DIVIDEND,VALE3,,,
1266,0.320048,1295265600,2011-01-17,DIVIDEND,VALE3,,,
1267,1.48036,1533301200,2018-08-03,DIVIDEND,VALE3,,,
1268,0.608247,1302786000,2011-04-14,DIVIDEND,VALE3,,,
1269,0.524586,1239886800,2009-04-16,DIVIDEND,VALE3,,,
1270,0.421661,1271336400,2010-04-15,DIVIDEND,VALE3,,,
1271,1.02366,1318852800,2011-10-17,DIVIDEND,VALE3,,,
1272,1.07528,1334581200,2012-04-16,DIVIDEND,VALE3,,,
1273,0.419912,1513944000,2017-12-22,DIVIDEND,VALE3,,,
1274,0.898904,1397566800,2014-04-15,DIVIDEND,VALE3,,,
1275,0.864045,1366203600,2013-04-17,DIVIDEND,VALE3,,,
1276,0.601761,1429102800,2015-04-15,DIVIDEND,VALE3,,,
1277,,1092920400,2004-08-19,SPLIT,VALE3,3.0,1.0,1/3
1278,,1188824400,2007-09-03,SPLIT,VALE3,2.0,1.0,1/2
1279,,1148302800,2006-05-22,SPLIT,VALE3,2.0,1.0,1/2
1280,0.3652,1577102400,2019-12-23,DIVIDEND,ELEK4,,,
1281,0.246699,1519045200,2018-02-19,DIVIDEND,ELEK4,,,
1282,0.3334,1545825600,2018-12-26,DIVIDEND,ELEK4,,,
1283,0.6748,1538744400,2018-10-05,DIVIDEND,ELEK4,,,
1284,,1192021200,2007-10-10,SPLIT,ELEK4,1.0,200.0,200/1
1285,,1195732800,2007-11-22,SPLIT,ELEK4,10.0,1.0,1/10
1286,0.3652,1577102400,2019-12-23,DIVIDEND,ELEK3,,,
1287,1.17523,1482753600,2016-12-26,DIVIDEND,CGRA4,,,
1288,1.30433,1577361600,2019-12-26,DIVIDEND,CGRA4,,,
1289,0.277462,1272373200,2010-04-27,DIVIDEND,CGRA4,,,
1290,1.09688,1545998400,2018-12-28,DIVIDEND,CGRA4,,,
1291,1.2888,1514894400,2018-01-02,DIVIDEND,CGRA4,,,
1292,0.10542,1396616400,2014-04-04,DIVIDEND,CGRA4,,,
1293,0.345903,1261396800,2009-12-21,DIVIDEND,CGRA4,,,
1294,0.6128,1418904000,2014-12-18,DIVIDEND,CGRA4,,,
1295,0.277462,1271077200,2010-04-12,DIVIDEND,CGRA4,,,
1296,0.528292,1356091200,2012-12-21,DIVIDEND,CGRA4,,,
1297,0.128038,1426510800,2015-03-16,DIVIDEND,CGRA4,,,
1298,0.715197,1450699200,2015-12-21,DIVIDEND,CGRA4,,,
1299,0.46138,1302872400,2011-04-15,DIVIDEND,CGRA4,,,
1300,0.522553,1387800000,2013-12-23,DIVIDEND,CGRA4,,,
1301,,1222347600,2008-09-25,SPLIT,CGRA4,4.0,1.0,1/4
1302,1.17523,1482753600,2016-12-26,DIVIDEND,CGRA3,,,
1303,0.6128,1418904000,2014-12-18,DIVIDEND,CGRA3,,,
1304,0.277462,1271077200,2010-04-12,DIVIDEND,CGRA3,,,
1305,1.30433,1577361600,2019-12-26,DIVIDEND,CGRA3,,,
1306,0.0268282,1240923600,2009-04-28,DIVIDEND,CGRA3,,,
1307,0.128038,1426510800,2015-03-16,DIVIDEND,CGRA3,,,
1308,1.09688,1545998400,2018-12-28,DIVIDEND,CGRA3,,,
1309,0.715197,1450699200,2015-12-21,DIVIDEND,CGRA3,,,
1310,0.522553,1387800000,2013-12-23,DIVIDEND,CGRA3,,,
1311,1.2888,1514894400,2018-01-02,DIVIDEND,CGRA3,,,
1312,0.10542,1396616400,2014-04-04,DIVIDEND,CGRA3,,,
1313,,1083589200,2004-05-03,SPLIT,CGRA3,1.0,100.0,100/1
1314,,1222347600,2008-09-25,SPLIT,CGRA3,4.0,1.0,1/4
1315,0.4446,1553778000,2019-03-28,DIVIDEND,GUAR3,,,
1316,0.3312,1556802000,2019-05-02,DIVIDEND,GUAR3,,,
1317,0.03,1569934800,2019-10-01,DIVIDEND,GUAR3,,,
1318,0.0326,1561726800,2019-06-28,DIVIDEND,GUAR3,,,
1319,0.4771,1577966400,2020-01-02,DIVIDEND,GUAR3,,,
1320,0.3892,1506603600,2017-09-28,DIVIDEND,GUAR3,,,
1321,0.577,1514894400,2018-01-02,DIVIDEND,GUAR3,,,
1322,0.42,1522328400,2018-03-29,DIVIDEND,GUAR3,,,
1323,0.0955,1525093200,2018-04-30,DIVIDEND,GUAR3,,,
1324,0.3911,1530190800,2018-06-28,DIVIDEND,GUAR3,,,
1325,0.4695,1538053200,2018-09-27,DIVIDEND,GUAR3,,,
1326,2.6412,1545393600,2018-12-21,DIVIDEND,GUAR3,,,
1327,0.5091,1418385600,2014-12-12,DIVIDEND,GUAR3,,,
1328,0.6337,1426165200,2015-03-12,DIVIDEND,GUAR3,,,
1329,0.6914,1434114000,2015-06-12,DIVIDEND,GUAR3,,,
1330,0.749,1442235600,2015-09-14,DIVIDEND,GUAR3,,,
1331,0.9268,1458738000,2016-03-23,DIVIDEND,GUAR3,,,
1332,0.4634,1467205200,2016-06-29,DIVIDEND,GUAR3,,,
1333,0.3872,1490792400,2017-03-29,DIVIDEND,GUAR3,,,
1334,0.3892,1498741200,2017-06-29,DIVIDEND,GUAR3,,,
1335,0.44,1240837200,2009-04-27,DIVIDEND,GUAR3,,,
1336,0.63,1272373200,2010-04-27,DIVIDEND,GUAR3,,,
1337,1.09,1304427600,2011-05-03,DIVIDEND,GUAR3,,,
1338,1.16,1335963600,2012-05-02,DIVIDEND,GUAR3,,,
1339,1.16,1366030800,2013-04-15,DIVIDEND,GUAR3,,,
1340,1.8023,1386849600,2013-12-12,DIVIDEND,GUAR3,,,
1341,0.5091,1394629200,2014-03-12,DIVIDEND,GUAR3,,,
1342,0.5091,1402664400,2014-06-13,DIVIDEND,GUAR3,,,
1343,0.5091,1410526800,2014-09-12,DIVIDEND,GUAR3,,,
1344,0.375,1577111400,2019-12-23,DIVIDEND,ODER4,,,
1345,0.18,1543847400,2018-12-03,DIVIDEND,ODER4,,,
1346,0.441118,1576765800,2019-12-19,DIVIDEND,ODER4,,,
1347,0.18893,1548763200,2019-01-29,DIVIDEND,BRGE5,,,
1348,0.11163,1344949200,2012-08-14,DIVIDEND,BRGE5,,,
1349,0.09025,1565787600,2019-08-14,DIVIDEND,BRGE5,,,
1350,0.09489,1359028800,2013-01-24,DIVIDEND,BRGE5,,,
1351,0.10095,1376485200,2013-08-14,DIVIDEND,BRGE5,,,
1352,0.10299,1390392000,2014-01-22,DIVIDEND,BRGE5,,,
1353,0.06587,1407934800,2014-08-13,DIVIDEND,BRGE5,,,
1354,0.15369,1421928000,2015-01-22,DIVIDEND,BRGE5,,,
1355,0.07596,1439557200,2015-08-14,DIVIDEND,BRGE5,,,
1356,0.15423,1453377600,2016-01-21,DIVIDEND,BRGE5,,,
1357,0.08157,1471352400,2016-08-16,DIVIDEND,BRGE5,,,
1358,0.16562,1485259200,2017-01-24,DIVIDEND,BRGE5,,,
1359,0.08417,1503061200,2017-08-18,DIVIDEND,BRGE5,,,
1360,0.17886,1517227200,2018-01-29,DIVIDEND,BRGE5,,,
1361,0.08735,1534338000,2018-08-15,DIVIDEND,BRGE5,,,
1362,0.00387,1453377600,2016-01-21,DIVIDEND,BRGE3,,,
1363,0.00132,1548763200,2019-01-29,DIVIDEND,BRGE3,,,
1364,0.00349,1327579200,2012-01-26,DIVIDEND,BRGE3,,,
1365,0.01172,1359028800,2013-01-24,DIVIDEND,BRGE3,,,
1366,0.02542,1264766400,2010-01-29,DIVIDEND,BRGE3,,,
1367,0.00365,1485259200,2017-01-24,DIVIDEND,BRGE3,,,
1368,0.01886,1344949200,2012-08-14,DIVIDEND,BRGE3,,,
1369,0.01141,1376485200,2013-08-14,DIVIDEND,BRGE3,,,
1370,0.0645,1233921600,2009-02-06,DIVIDEND,BRGE3,,,
1371,0.02798,1426856400,2015-03-20,DIVIDEND,BRGE3,,,
1372,0.00145,1517227200,2018-01-29,DIVIDEND,BRGE3,,,
1373,2.93829,1524576600,2018-04-24,DIVIDEND,CALI3,,,
1374,9.08,1241443800,2009-05-04,DIVIDEND,MEND3,,,
1375,9.63,1272893400,2010-05-03,DIVIDEND,MEND3,,,
1376,5.78,1209735000,2008-05-02,DIVIDEND,MEND3,,,
1377,,1119879000,2005-06-27,SPLIT,MEND3,1.0,1000.0,1000/1
1378,1.25716,1475586000,2016-10-04,DIVIDEND,BRKM3,,,
1379,0.606189,1395925200,2014-03-27,DIVIDEND,BRKM3,,,
1380,1.25672,1512388800,2017-12-04,DIVIDEND,BRKM3,,,
1381,1.25672,1460034000,2016-04-07,DIVIDEND,BRKM3,,,
1382,0.60625,1428670800,2015-04-10,DIVIDEND,BRKM3,,,
1383,3.35566,1555506000,2019-04-17,DIVIDEND,BRKM3,,,
1384,0.83862,1570194000,2019-10-04,DIVIDEND,BRKM3,,,
1385,1.88574,1525266000,2018-05-02,DIVIDEND,BRKM3,,,
1386,0.644625,1206622800,2008-03-27,DIVIDEND,BRKM3,,,
1387,0.833247,1304341200,2011-05-02,DIVIDEND,BRKM3,,,
1388,0.605085,1335790800,2012-04-30,DIVIDEND,BRKM3,,,
1389,,1116248400,2005-05-16,SPLIT,BRKM3,1.0,250.0,250/1
1390,,1066737600,2003-10-21,SPLIT,BRKM3,20.0,1.0,1/20
1391,1.25716,1475586000,2016-10-04,DIVIDEND,BRKM5,,,
1392,0.606189,1395925200,2014-03-27,DIVIDEND,BRKM5,,,
1393,1.25672,1512388800,2017-12-04,DIVIDEND,BRKM5,,,
1394,3.35566,1555506000,2019-04-17,DIVIDEND,BRKM5,,,
1395,0.83862,1570194000,2019-10-04,DIVIDEND,BRKM5,,,
1396,0.154305,1144674000,2006-04-10,DIVIDEND,BRKM5,,,
1397,0.833247,1304341200,2011-05-02,DIVIDEND,BRKM5,,,
1398,0.605085,1335790800,2012-04-30,DIVIDEND,BRKM5,,,
1399,0.606189,1397134800,2014-04-10,DIVIDEND,BRKM5,,,
1400,1.25672,1460034000,2016-04-07,DIVIDEND,BRKM5,,,
1401,0.60625,1428670800,2015-04-10,DIVIDEND,BRKM5,,,
1402,0.002256,1104753600,2005-01-03,DIVIDEND,BRKM5,,,
1403,0.746145,1136203200,2006-01-02,DIVIDEND,BRKM5,,,
1404,1.88574,1525266000,2018-05-02,DIVIDEND,BRKM5,,,
1405,0.159017,1175173200,2007-03-29,DIVIDEND,BRKM5,,,
1406,0.644625,1206622800,2008-03-27,DIVIDEND,BRKM5,,,
1407,,1116248400,2005-05-16,SPLIT,BRKM5,1.0,250.0,250/1
1408,,1066737600,2003-10-21,SPLIT,BRKM5,20.0,1.0,1/20
1409,20.3861,1303997400,2011-04-28,DIVIDEND,CORR3,,,
1410,,1117805400,2005-06-03,SPLIT,CORR3,1.0,20000.0,20000/1
1411,0.108546,1027083600,2002-07-19,DIVIDEND,MNDL3,,,
1412,0.0989,1061211600,2003-08-18,DIVIDEND,MNDL3,,,
1413,0.046228,1306760400,2011-05-30,DIVIDEND,MNDL3,,,
1414,0.00887,1210338000,2008-05-09,DIVIDEND,MNDL3,,,
1415,0.044498,1181566800,2007-06-11,DIVIDEND,MNDL3,,,
1416,,1306760400,2011-05-30,SPLIT,MNDL3,6.0,1.0,1/6
1417,,1367845200,2013-05-06,SPLIT,MNDL3,1.0,120.0,120/1
1418,0.107,1280322000,2010-07-28,DIVIDEND,WEGE3,,,
1419,0.064706,1364389200,2013-03-27,DIVIDEND,WEGE3,,,
1420,0.058118,1506949200,2017-10-02,DIVIDEND,WEGE3,,,
1421,0.039,1221829200,2008-09-19,DIVIDEND,WEGE3,,,
1422,0.082394,1532350800,2018-07-23,DIVIDEND,WEGE3,,,
1423,0.04,1229515200,2008-12-17,DIVIDEND,WEGE3,,,
1424,0.065294,1490619600,2017-03-27,DIVIDEND,WEGE3,,,
1425,0.060588,1499086800,2017-07-03,DIVIDEND,WEGE3,,,
1426,0.059,1355918400,2012-12-19,DIVIDEND,WEGE3,,,
1427,0.076471,1380114000,2013-09-25,DIVIDEND,WEGE3,,,
1428,0.078706,1482148800,2016-12-19,DIVIDEND,WEGE3,,,
1429,0.06,1372251600,2013-06-26,DIVIDEND,WEGE3,,,
1430,0.080947,1456318800,2016-02-24,DIVIDEND,WEGE3,,,
1431,0.1554,1406120400,2014-07-23,DIVIDEND,WEGE3,,,
1432,0.055294,1458738000,2016-03-23,DIVIDEND,WEGE3,,,
1433,0.066706,1467205200,2016-06-29,DIVIDEND,WEGE3,,,
1434,0.053003,1500901200,2017-07-24,DIVIDEND,WEGE3,,,
1435,0.185001,1375275600,2013-07-31,DIVIDEND,WEGE3,,,
1436,0.058824,1450267200,2015-12-16,DIVIDEND,WEGE3,,,
1437,0.065,1348664400,2012-09-26,DIVIDEND,WEGE3,,,
